name,peopleNumber,detailLink,publishTime,positionInfo,workLocation
WXG08-112 微信商业后台运营开发工程师（广州）,,position_detail.php?id=42869&keywords=&tid=0&lid=0,,,
27931-新手游用户研究（深圳）,,position_detail.php?id=42858&keywords=&tid=0&lid=0,,,
27931-手游渠道运营（上海）,,position_detail.php?id=42861&keywords=&tid=0&lid=0,,,
27931-新手游社区运营（深圳）,,position_detail.php?id=42863&keywords=&tid=0&lid=0,,,
27553-腾讯音乐Web前端开发工程师（深圳）,,position_detail.php?id=42852&keywords=&tid=0&lid=0,,,
27553-腾讯音乐后台开发工程师（深圳）,,position_detail.php?id=42853&keywords=&tid=0&lid=0,,,
TEG02-SDN网络测试工程师（深圳）,,position_detail.php?id=42855&keywords=&tid=0&lid=0,,,
25666-腾讯云华北区域销售（大连、哈尔滨、沈阳、长春）,,position_detail.php?id=42848&keywords=&tid=0&lid=0,,,
25666-腾讯云华北区域销售（大连、哈尔滨、沈阳、长春）,,position_detail.php?id=42849&keywords=&tid=0&lid=0,,,
27730-短视频粉丝互动产品经理（深圳）,,position_detail.php?id=42834&keywords=&tid=0&lid=0,,,
SNG08-微视高级后台软件工程师（深圳）,,position_detail.php?id=42837&keywords=&tid=0&lid=0,,,
25924-WEB前端开发工程师（深圳）,,position_detail.php?id=42838&keywords=&tid=0&lid=0,,,
SNG04-QQ看点算法后台高级开发工程师（上海）,,position_detail.php?id=42828&keywords=&tid=0&lid=0,,,
22989-腾讯云运营开发工程师（深圳）,,position_detail.php?id=42832&keywords=&tid=0&lid=0,,,
27730-短视频直播产品经理（深圳）,,position_detail.php?id=42833&keywords=&tid=0&lid=0,,,
S2-IEG风险管理经理(深圳）,,position_detail.php?id=42821&keywords=&tid=0&lid=0,,,
15611-Unity游戏客户端开发工程师（深圳）,,position_detail.php?id=42823&keywords=&tid=0&lid=0,,,
25925-运营开发工程师（深圳）,,position_detail.php?id=42824&keywords=&tid=0&lid=0,,,
21527-腾讯音乐资金管理师（北京）,,position_detail.php?id=42826&keywords=&tid=0&lid=0,,,
MIG09-腾讯浏览服务后台开发高级工程师（深圳）,,position_detail.php?id=42815&keywords=&tid=0&lid=0,,,
21527-腾讯音乐PHP应用开发工程师（深圳）,,position_detail.php?id=42817&keywords=&tid=0&lid=0,,,
SNG04-QQ看点推荐系统后台开发工程师（深圳）,,position_detail.php?id=42818&keywords=&tid=0&lid=0,,,
25927-WeTest高级IOS客户端开发工程师（上海）,,position_detail.php?id=42809&keywords=&tid=0&lid=0,,,
WXG07-117广州研发部iOS开发工程师（广州）,,position_detail.php?id=42812&keywords=&tid=0&lid=0,,,
23671-企鹅号产品运营经理（平台合作）-深圳,,position_detail.php?id=42801&keywords=&tid=0&lid=0,,,
S2-投并税务专家（深圳）,,position_detail.php?id=42805&keywords=&tid=0&lid=0,,,
27554-腾讯音乐音乐导演(上海),,position_detail.php?id=42807&keywords=&tid=0&lid=0,,,
25926-NLP工程师（上海）,,position_detail.php?id=42794&keywords=&tid=0&lid=0,,,
23516-游戏运营数据分析（深圳）,,position_detail.php?id=42798&keywords=&tid=0&lid=0,,,
SNG11-大数据实时计算平台研发工程师（深圳）,,position_detail.php?id=42799&keywords=&tid=0&lid=0,,,
25666-腾讯云华北区域销售（北京、华北、西北、东北）,,position_detail.php?id=42788&keywords=&tid=0&lid=0,,,
20718-2D原画设计师（深圳）,,position_detail.php?id=42789&keywords=&tid=0&lid=0,,,
26563-WeGame平台项目经理（深圳）,,position_detail.php?id=42791&keywords=&tid=0&lid=0,,,
15575-《王者荣耀》文学策划（成都）,,position_detail.php?id=42792&keywords=&tid=0&lid=0,,,
25666-腾讯云西南区域销售（重庆）,,position_detail.php?id=42783&keywords=&tid=0&lid=0,,,
15575-《王者荣耀》世界观架构策划（成都）,,position_detail.php?id=42784&keywords=&tid=0&lid=0,,,
25666-腾讯云西南区域销售（成都）,,position_detail.php?id=42781&keywords=&tid=0&lid=0,,,
FWZ-智慧法院项目管理人员,,position_detail.php?id=42768&keywords=&tid=0&lid=0,,,
27092-腾讯效果广告-高级商业产品经理（深圳）,,position_detail.php?id=42772&keywords=&tid=0&lid=0,,,
20772-企鹅影视IP版权商务经理（,,position_detail.php?id=42764&keywords=&tid=0&lid=0,,,
WXG-HRBP（深圳）,,position_detail.php?id=42752&keywords=&tid=0&lid=0,,,
TEG02-NFV网络研发工程师（北京）,,position_detail.php?id=42749&keywords=&tid=0&lid=0,,,
27553-演出项目策划（北京）,,position_detail.php?id=42742&keywords=&tid=0&lid=0,,,
TEG02-网络设计工程师（深圳）,,position_detail.php?id=42747&keywords=&tid=0&lid=0,,,
TEG06-高级应用开发工程师(Linux C++)(深圳),,position_detail.php?id=42739&keywords=&tid=0&lid=0,,,
21228-端游游戏活动运营（深圳）,,position_detail.php?id=42740&keywords=&tid=0&lid=0,,,
27730-短视频社区策划产品经理（深圳）,,position_detail.php?id=42725&keywords=&tid=0&lid=0,,,
MIG16-腾讯地图服务和客户端引擎数据编译架构师,,position_detail.php?id=42729&keywords=&tid=0&lid=0,,,
MIG16-腾讯地图在线导航服务和策略算法工程师,,position_detail.php?id=42731&keywords=&tid=0&lid=0,,,
25578-医疗AI研究员,,position_detail.php?id=42719&keywords=&tid=0&lid=0,,,
22989-工业云前端高级开发工程师,,position_detail.php?id=42720&keywords=&tid=0&lid=0,,,
19407-移动游戏平台合作,,position_detail.php?id=42713&keywords=&tid=0&lid=0,,,
MIG12-业务运维工程师（深圳）,,position_detail.php?id=42716&keywords=&tid=0&lid=0,,,
MIG08-国铁吉讯-Android研发工程师,,position_detail.php?id=42703&keywords=&tid=0&lid=0,,,
SNG04-后台开发工程师（深圳）,,position_detail.php?id=42706&keywords=&tid=0&lid=0,,,
MIG08-国铁吉讯-会计,,position_detail.php?id=42696&keywords=&tid=0&lid=0,,,
MIG08-国铁吉讯-商业化运营,,position_detail.php?id=42698&keywords=&tid=0&lid=0,,,
MIG08-国铁吉讯-用户运营,,position_detail.php?id=42699&keywords=&tid=0&lid=0,,,
MIG08-国铁吉讯-Android研发高级工程师,,position_detail.php?id=42701&keywords=&tid=0&lid=0,,,
MIG08-国铁吉讯-品牌渠道营销专家,,position_detail.php?id=42692&keywords=&tid=0&lid=0,,,
MIG08-国铁吉讯-商家运营专员,,position_detail.php?id=42694&keywords=&tid=0&lid=0,,,
MIG08-国铁吉讯-后台研发工程师,,position_detail.php?id=42683&keywords=&tid=0&lid=0,,,
MIG08-国铁吉讯-系统测试高级工程师（杭州）,,position_detail.php?id=42684&keywords=&tid=0&lid=0,,,
MIG08-国铁吉讯-业务运维高级工程师,,position_detail.php?id=42686&keywords=&tid=0&lid=0,,,
MIG08-国铁吉讯-供应链渠道专家,,position_detail.php?id=42688&keywords=&tid=0&lid=0,,,
MIG08-国铁吉讯-供应链自营产品专员,,position_detail.php?id=42689&keywords=&tid=0&lid=0,,,
MIG08-国铁吉讯-大数据分析高级工程师（杭州）,,position_detail.php?id=42680&keywords=&tid=0&lid=0,,,
MIG08-国铁吉讯-大数据分析工程师（杭州）,,position_detail.php?id=42681&keywords=&tid=0&lid=0,,,
27958-战略竞争研究经理（北京）,,position_detail.php?id=42668&keywords=&tid=0&lid=0,,,
23672-原子智库高级编辑,,position_detail.php?id=42673&keywords=&tid=0&lid=0,,,
SNG02-腾讯云小程序开发工程师（深圳）,,position_detail.php?id=42676&keywords=&tid=0&lid=0,,,
